cpu_usage_percentage,memory_usage,network_received_throughput
0.5666666666666667,178956.8,0.0
0.6166666666666667,0.0,0.0
0.5,0.0,0.0
0.5666666666666667,0.0,0.0
0.55,0.0,0.0
0.5666666666666667,0.0,0.0
0.6,0.0,0.0
0.6333333333333333,0.0,0.0
0.5333333333333333,0.0,0.0
0.5333333333333333,0.0,0.0
0.5833333333333334,0.0,0.0
0.5333333333333333,0.0,0.0
0.6,0.0,0.0
0.6333333333333333,0.0,0.0
0.55,0.0,0.0
0.5333333333333333,0.0,0.0
0.55,0.0,0.0
0.55,0.0,0.0666666666666666
0.5166666666666666,0.0,0.0
1.15,715827.2,0.0
0.65,1342176.0,0.0
0.5833333333333334,223696.0,0.0
0.6166666666666667,0.0,0.0
0.5666666666666667,0.0,0.0
0.5666666666666667,0.0,0.0
0.6333333333333333,0.0,0.0
0.5833333333333334,0.0,0.0
0.5166666666666666,0.0,0.0
0.65,0.0,0.0
0.6666666666666667,0.0,0.0
0.6166666666666667,0.0,0.0
0.65,0.0,0.0
0.6333333333333333,0.0,0.0
0.5333333333333333,0.0,0.0
0.65,0.0,0.0666666666666666
0.6,0.0,0.0
0.5833333333333334,0.0,0.0
0.6166666666666667,0.0,0.0
0.5833333333333334,0.0,0.0
0.5333333333333333,0.0,0.0
0.55,0.0,0.0
0.6166666666666667,134217.6,0.0
0.5166666666666666,223696.0,0.0
0.6166666666666667,0.0,0.0
0.5833333333333334,0.0,0.0
0.5333333333333333,402652.8,0.0
0.6166666666666667,268435.2,0.0
0.6166666666666667,0.0,0.0
0.5833333333333334,0.0,0.0
0.6166666666666667,0.0,0.0
0.6666666666666667,0.0,0.0
0.5333333333333333,0.0,0.0
0.5,0.0,0.0
0.5666666666666667,178956.8,0.0
0.5333333333333333,89478.4,0.0
0.5333333333333333,0.0,0.0
0.5333333333333333,0.0,0.0
0.5666666666666667,0.0,0.0
0.5,0.0,0.0
0.55,0.0,0.0
0.5333333333333333,0.0,0.0
0.5333333333333333,0.0,0.0
0.6333333333333333,0.0,0.0
0.5666666666666667,0.0,0.0
0.5,0.0,0.0
0.5666666666666667,0.0,0.0
0.5833333333333334,0.0,0.0
0.5166666666666666,0.0,0.0
0.55,0.0,0.0
0.5833333333333334,0.0,0.0
0.5166666666666666,0.0,0.0
0.5833333333333334,0.0,0.0
0.6166666666666667,0.0,0.0
0.5166666666666666,0.0,0.0
0.5666666666666667,0.0,0.0
0.5833333333333334,0.0,0.0
0.55,268435.2,0.0
0.6166666666666667,0.0,0.0
0.6166666666666667,0.0,0.0
0.7,268435.2,0.0
0.5666666666666667,0.0,0.0
0.6166666666666667,0.0,0.0
0.5166666666666666,0.0,0.0
0.65,0.0,0.0
0.6166666666666667,0.0,0.0666666666666666
0.5333333333333333,0.0,0.0
0.55,0.0,0.0
0.5166666666666666,223696.0,0.0
0.5333333333333333,134217.6,0.0
0.5333333333333333,0.0,0.0
0.6166666666666667,0.0,0.0
0.55,0.0,0.0
0.5333333333333333,0.0,0.0
0.55,0.0,0.0
0.55,0.0,0.0
0.5666666666666667,0.0,0.0
0.6,0.0,0.0
0.5666666666666667,0.0,0.0
0.55,0.0,0.0
0.55,0.0,0.0
0.5666666666666667,0.0,0.0
0.55,134217.6,0.0
0.6333333333333333,0.0,0.0
0.6,0.0,0.0
0.5333333333333333,0.0,0.0
0.6166666666666667,0.0,0.0
0.6,0.0,0.0
0.5666666666666667,0.0,0.0
0.7166666666666667,0.0,0.0
0.6166666666666667,0.0,0.0
0.5166666666666666,0.0,0.0
0.65,0.0,0.0
0.5666666666666667,0.0,0.0
0.5,0.0,0.0
0.65,0.0,0.0
0.5666666666666667,134217.6,0.0
0.5,268435.2,0.0
0.5833333333333334,0.0,0.0
0.6833333333333332,0.0,0.0
0.6,0.0,0.0
0.5666666666666667,0.0,0.0
0.5666666666666667,0.0,0.0
0.5166666666666666,0.0,0.0
0.5333333333333333,0.0,0.0
0.5666666666666667,0.0,0.0
0.5333333333333333,0.0,0.0
11.516666666666667,447392.0,168.33333333333334
30.666666666666664,1834307.2,336.6666666666667
0.5333333333333333,1386915.2,0.0
0.5833333333333334,0.0,0.0
0.6333333333333333,0.0,0.0
0.55,0.0,0.0
0.55,134217.6,0.0
0.6,0.0,0.0
0.55,0.0,0.0
0.5,0.0,0.0
9.3,268435.2,88.46666666666667
55.98333333333333,1923785.6,444.4
8.666666666666666,2013264.0,0.6666666666666666
0.5666666666666667,134217.6,0.0
0.5666666666666667,0.0,0.0
0.5333333333333333,0.0,0.0
0.6,0.0,0.0
0.5666666666666667,0.0,0.0
0.55,0.0,0.0
0.5833333333333334,0.0,0.0
0.55,0.0,0.0
0.5833333333333334,0.0,0.0
0.6,0.0,0.0
0.6166666666666667,0.0,0.0
41.98333333333333,2192221.8666666667,717.8
94.63333333333334,7739887.2,0.0
94.35,6218753.066666666,0.0
93.83333333333334,5905578.4,0.0
90.93333333333334,8858368.266666668,75.66666666666667
89.98333333333333,22951228.53333333,642.8
94.46666666666664,14450773.6,0.0
94.23333333333332,7068798.133333334,0.0
93.1,8187279.2,0.0
86.55,14629730.133333333,716.9333333333333
94.35,18701001.066666663,1.4666666666666666
94.23333333333332,9082064.0,0.0
93.88333333333334,6710884.0,0.0
91.68333333333334,7963584.266666667,0.0
88.48333333333333,22772272.0,888.6
94.61666666666666,15300818.666666666,0.0
94.35,7203015.733333333,0.0
93.51666666666668,6576666.933333334,0.0
87.1,13869163.466666669,713.0
94.71666666666664,24785540.266666666,5.4
94.51666666666668,9753153.066666666,0.0
93.93333333333334,8366236.266666667,0.0
79.45,10737416.266666668,592.7333333333333
38.45,9574195.733333332,177.73333333333332
0.7166666666666667,2639613.066666667,0.0
0.6166666666666667,178956.8,0.0
0.65,0.0,0.0
0.5666666666666667,0.0,0.0
0.5833333333333334,0.0,0.0
0.65,0.0,0.0
0.6166666666666667,0.0,0.0
0.5333333333333333,0.0,0.0666666666666666
0.5333333333333333,0.0,0.0
0.6,178956.8,0.0
0.55,89478.4,0.0
0.6166666666666667,0.0,0.0
0.5666666666666667,0.0,0.0
6.716666666666666,178956.8,511.4
92.83333333333334,3847572.533333333,206.26666666666668
94.56666666666666,5234489.6,0.0
94.05,5637143.2,0.0
93.15,6308231.2,0.0
87.25,18387826.4,718.5333333333333
94.86666666666666,19506307.466666665,0.0
94.65,9842631.466666669,0.0
94.03333333333336,7292493.6,0.0
92.18333333333334,8455715.466666667,0.0
89.06666666666666,22056444.53333333,718.4
95.08333333333334,14674469.866666667,0.0
94.4,6934580.8,0.0
93.7,6576666.933333334,0.0
88.45,12526986.133333333,548.9333333333333
92.65,27469893.866666667,339.6666666666667
94.85,13063856.8,0.0
94.58333333333334,8679410.133333333,0.0666666666666666
93.56666666666666,8366236.0,0.0
86.48333333333333,16106125.6,715.0
94.96666666666664,21295877.6,3.4
94.8,10111066.133333333,0.0
94.35,6263492.0,0.0
93.18333333333334,6531927.466666667,0.0
87.91666666666666,18745740.53333333,718.5333333333333
95.13333333333334,16687735.733333332,0.0
94.71666666666664,8142539.733333333,0.0
94.18333333333334,6084535.2,0.0
91.9,6979320.266666667,0.0666666666666666
87.2,21832748.0,718.4666666666667
95.08333333333334,13466510.133333333,0.0
94.61666666666666,7471450.666666667,0.0
93.88333333333334,7560928.8,0.0
86.61666666666666,12437506.4,849.1333333333333
93.18333333333334,20624788.266666666,249.4
95.06666666666666,11050591.466666669,0.0
94.66071428571428,7334037.142857143,0.0
93.8,6039796.0,0.0
87.21666666666665,12169071.2,708.2666666666667
94.66666666666666,19103655.466666665,10.2
94.88333333333334,8455714.666666666,0.0
94.38333333333334,6576666.933333334,0.0
93.35,6666145.333333333,0.0
85.15,16866692.266666666,881.9333333333333
93.68333333333334,17940434.4,3.6666666666666665
93.55,9305760.0,0.0
93.33333333333334,5950317.6,0.0
92.7,6442449.6,0.0
86.41666666666666,12213810.933333334,846.0
92.8,24114450.133333333,39.4
93.33333333333334,11140069.333333334,0.0
93.48214285714286,6710884.0,0.0
93.06666666666666,6934580.0,0.0
86.43333333333334,9439977.866666667,0.7333333333333333
1.5833333333333337,19193133.6,0.0
0.625,5464577.142857143,0.0
0.6071428571428572,431413.7142857143,0.0
0.6833333333333332,0.0,0.0
0.5333333333333333,0.0,0.0
0.5,223696.0,0.0
0.6166666666666667,134217.6,0.0
0.5535714285714285,0.0,0.0
0.5535714285714285,0.0,0.0
0.625,0.0,0.0
0.5833333333333334,0.0,0.0
0.6166666666666667,134217.6,0.0
0.5833333333333334,0.0,0.0
0.625,0.0,0.0
0.5535714285714285,0.0,0.0
0.6964285714285714,0.0,0.0
0.5714285714285715,0.0,0.0
0.5178571428571428,0.0,0.0
0.5833333333333334,0.0,0.0
0.6333333333333333,0.0,0.0
0.7333333333333333,0.0,0.0
0.6333333333333333,0.0,0.0
0.65,178956.8,0.0
0.5333333333333333,134217.6,0.0
0.5714285714285715,0.0,0.0
0.6785714285714286,0.0,0.0
0.5666666666666667,0.0,0.0
0.6964285714285714,0.0,0.0
0.6964285714285714,0.0,0.0
0.625,0.0,0.0
0.5666666666666667,0.0,0.0
0.65,0.0,0.0
0.6166666666666667,0.0,0.0
0.5666666666666667,0.0,0.0
0.6166666666666667,0.0,0.0
0.5333333333333333,0.0,0.0
0.55,0.0,0.0
0.6166666666666667,0.0,0.0
0.5333333333333333,0.0,0.0
0.6,0.0,0.0
0.6,0.0,0.0
0.55,0.0,0.0
0.5666666666666667,0.0,0.0
0.65,0.0,0.0
0.6333333333333333,0.0,0.0
0.5333333333333333,0.0,0.0
0.65,0.0,0.0
0.5666666666666667,0.0,0.0
0.5333333333333333,0.0,0.0
0.6333333333333333,0.0,0.0
0.5833333333333334,0.0,0.0
0.5333333333333333,0.0,0.0
0.55,0.0,0.0
0.55,0.0,0.0
0.55,0.0,0.0
0.6666666666666667,0.0,0.0
0.5833333333333334,44739.2,0.0
0.5,402652.8,0.0
0.6166666666666667,134217.6,0.0666666666666666
0.5833333333333334,134217.6,0.0
0.5166666666666666,0.0,0.0
0.65,0.0,0.0
0.6333333333333333,0.0,0.0
0.5,0.0,0.0
0.6166666666666667,0.0,0.0666666666666666
0.55,0.0,0.0
0.5,0.0,0.0
0.5833333333333334,0.0,0.0
0.6166666666666667,0.0,0.0
0.55,0.0,0.0
0.5833333333333334,0.0,0.0
0.5666666666666667,134217.6,0.0
0.5333333333333333,0.0,0.0
0.6166666666666667,0.0,0.0
0.6333333333333333,0.0,0.0
0.5333333333333333,0.0,0.0
0.5666666666666667,0.0,0.0
0.5833333333333334,0.0,0.0
0.5333333333333333,0.0,0.0
0.5833333333333334,0.0,0.0
0.6333333333333333,89478.4,0.0
0.55,313174.4,0.0
0.6166666666666667,0.0,0.0
0.6666666666666667,0.0,0.0
0.6166666666666667,0.0,0.0
0.6333333333333333,0.0,0.0
0.7,0.0,0.0
0.5833333333333334,0.0,0.0
0.55,0.0,0.0
0.6,0.0,0.0
0.5833333333333334,0.0,0.0666666666666666
0.65,0.0,0.0
0.6333333333333333,0.0,0.0
0.5666666666666667,0.0,0.0
0.5333333333333333,0.0,0.0
0.55,0.0,0.0
0.6166666666666667,0.0,0.0
0.55,134217.6,0.0
0.6333333333333333,0.0,0.0
0.5666666666666667,0.0,0.0
0.5,0.0,0.0
0.6166666666666667,0.0,0.0
0.6166666666666667,0.0,0.0
0.5666666666666667,0.0,0.0
0.6333333333333333,0.0,0.0
0.65,0.0,0.0
0.5166666666666666,0.0,0.0
0.5833333333333334,357913.6,0.0
0.6833333333333332,178956.8,0.0
0.5666666666666667,0.0,0.0
0.6,0.0,0.0
0.6,134217.6,0.0
0.55,0.0,0.0
1.65,44739.2,269.26666666666665
87.43333333333334,3221223.466666667,448.4666666666666
94.75,5189751.2,0.0
94.36666666666666,6308230.933333334,0.0
93.5,7516191.2,0.0
87.21666666666665,13153334.933333334,715.0
94.35,18208870.133333333,3.4
94.18333333333334,8813628.533333333,0.0
93.76666666666668,7650408.0,0.0
91.08333333333334,7605669.333333333,0.7333333333333333
89.41666666666666,23443360.8,717.6666666666666
94.33333333333334,14853426.4,0.0
94.18333333333334,8097800.533333333,0.0
93.05,8321497.333333333,0.0
87.43333333333334,16106125.6,888.6666666666666
94.63333333333334,18387826.933333334,0.0
94.38333333333334,9305760.0,0.0
93.81666666666666,5860839.2,0.0
90.01666666666667,8858368.533333333,482.6
91.25,19908960.8,395.2
94.6,9797892.266666668,0.0
94.25,6666144.8,0.0
93.21666666666664,5995056.8,0.0
87.53333333333335,16821952.8,877.6666666666666
94.81666666666666,19506306.933333334,0.0
94.23333333333332,9350500.533333331,0.0
93.83333333333334,6442448.8,0.0
90.18333333333334,9529456.533333331,475.4
91.01666666666668,21295877.066666663,243.06666666666663
94.48333333333332,10290024.0,0.0
94.5,6263492.0,19.8
93.56666666666666,10334762.933333334,0.0
49.61666666666667,15256080.0,0.7333333333333333
0.75,14361295.2,0.0
0.5666666666666667,2192221.333333333,0.0
0.6833333333333332,0.0,0.0
0.5166666666666666,0.0,0.0
0.6,0.0,0.0
0.6166666666666667,0.0,0.0
0.5666666666666667,0.0,0.0
0.5666666666666667,0.0,0.0
0.5333333333333333,0.0,0.0
0.5833333333333334,0.0,0.0
0.6166666666666667,0.0,0.0
0.5666666666666667,0.0,0.0
0.55,0.0,0.0
0.5166666666666666,0.0,0.0
0.5666666666666667,0.0,0.0
0.55,0.0,0.0
0.6607142857142857,0.0,0.0
0.6666666666666667,0.0,0.0
0.5666666666666667,0.0,0.0
0.5333333333333333,223696.0,0.0
0.5666666666666667,268435.2,0.0
0.5833333333333334,0.0,0.0
0.5333333333333333,0.0,0.0
0.65,0.0,0.0
0.6666666666666667,0.0,0.0
0.55,0.0,0.0
0.65,0.0,0.0
0.5666666666666667,0.0,0.0
0.55,0.0,0.0
0.5833333333333334,0.0,0.0
0.6333333333333333,0.0,0.0
0.5166666666666666,0.0,0.0
0.5333333333333333,0.0,0.0
0.6,0.0,0.0
0.5,0.0,0.0
0.7166666666666667,0.0,0.0
0.5833333333333334,89478.4,0.0
0.5,268435.2,0.0
0.55,0.0,0.0
0.6,0.0,0.0
0.55,0.0,0.0
0.5833333333333334,0.0,0.0
0.6,0.0,0.0
0.5166666666666666,0.0,0.0
0.5333333333333333,0.0,0.0
0.6,0.0,0.0666666666666666
0.5333333333333333,0.0,0.0
0.6,0.0,0.0
0.55,0.0,0.0
0.5666666666666667,0.0,0.0
0.5333333333333333,0.0,0.0
0.5833333333333334,0.0,0.0
0.55,223696.0,0.0
0.5666666666666667,134217.6,0.0
0.7166666666666667,0.0,0.0
0.55,0.0,0.0
0.5,0.0,0.0
0.6333333333333333,0.0,0.0
0.5833333333333334,0.0,0.0
0.5666666666666667,0.0,0.0
0.55,0.0,0.0
0.5666666666666667,0.0,0.0
0.5166666666666666,0.0,0.0
0.5833333333333334,0.0,0.0
0.6166666666666667,0.0,0.0
0.55,0.0,0.0
0.6833333333333332,89478.4,0.0
0.5333333333333333,44739.2,0.0
0.5333333333333333,0.0,0.0
0.5833333333333334,0.0,0.0
0.6,0.0,0.0
0.55,0.0,0.0
0.6,0.0,0.0
0.6166666666666667,0.0,0.0
0.5,0.0,0.0
0.65,0.0,0.0
0.6166666666666667,0.0,0.0
0.5166666666666666,0.0,0.0
0.6833333333333332,0.0,0.0
0.5833333333333334,0.0,0.0
0.6,0.0,0.0
0.6,0.0,0.0
0.7166666666666667,0.0,0.0
0.55,0.0,0.0
0.5166666666666666,0.0,0.0
0.55,223696.0,0.0
0.5333333333333333,134217.6,0.0
0.5333333333333333,0.0,0.0
0.6,0.0,0.0
0.6,0.0,0.0
0.5666666666666667,0.0,0.0
0.5333333333333333,0.0,0.0
0.55,0.0,0.0
0.55,0.0,0.0
0.6666666666666667,0.0,0.0
0.55,0.0,0.0
0.5,0.0,0.0
0.5833333333333334,0.0,0.0
0.55,0.0,0.0
0.5833333333333334,0.0,0.0
0.6166666666666667,0.0,0.0
0.5666666666666667,0.0,0.0
0.5333333333333333,0.0,0.0
0.55,0.0,0.0
0.5833333333333334,0.0,0.0
0.5666666666666667,0.0,0.0
0.65,0.0,0.0
0.55,0.0,0.0
0.5166666666666666,0.0,0.0
0.55,0.0,0.0
0.6,0.0,0.0
0.5333333333333333,0.0,0.0
0.5666666666666667,0.0,0.0
0.6166666666666667,0.0,0.0
0.5166666666666666,0.0,0.0
0.55,0.0,0.0
0.6333333333333333,0.0,0.0
0.5,0.0,0.0
0.6166666666666667,0.0,0.0
0.5666666666666667,0.0,0.0
0.5666666666666667,134217.6,0.0
0.5333333333333333,0.0,0.0
0.6166666666666667,0.0,0.0
0.5333333333333333,0.0,0.0
0.5166666666666666,0.0,0.0
0.6166666666666667,0.0,0.0
0.5333333333333333,0.0,0.0
0.5,0.0,0.0
0.55,0.0,0.0
0.5333333333333333,0.0,0.0
0.5833333333333334,0.0,0.0
0.5333333333333333,0.0,0.0
1.0,89478.4,0.0
0.5,581609.6,0.0
0.6166666666666667,0.0,0.0
0.65,0.0,0.0
0.55,0.0,0.0
0.6166666666666667,0.0,0.0
0.55,0.0,0.0
0.55,89478.4,0.0
0.6333333333333333,223696.0,0.0
0.5833333333333334,0.0,0.0
0.5333333333333333,0.0,0.0
0.55,0.0,0.0
0.55,178956.8,0.0
0.5,402652.8,0.0
0.6333333333333333,223696.0,0.0
0.6,0.0,0.0
0.6666666666666667,0.0,0.0
0.7166666666666667,0.0,0.0
0.5833333333333334,0.0,0.0
0.5,626348.8,0.0
0.5833333333333334,0.0,0.0
0.6666666666666667,0.0,0.0
0.6666666666666667,0.0,0.0
0.6,0.0,0.0
0.7,0.0,0.0
0.5166666666666666,0.0,0.0
0.6666666666666667,0.0,0.0666666666666666
0.7166666666666667,0.0,0.0
0.6333333333333333,0.0,0.0
0.5833333333333334,0.0,0.0
0.6166666666666667,0.0,0.0
0.5166666666666666,0.0,0.0
0.6166666666666667,0.0,0.0
0.7,0.0,0.0
0.55,0.0,0.0
0.5333333333333333,0.0,0.0
0.55,0.0,0.0666666666666666
0.55,0.0,0.0
0.6166666666666667,0.0,0.0
0.6333333333333333,0.0,0.0
0.5833333333333334,0.0,0.0
0.5666666666666667,0.0,0.0
0.5833333333333334,0.0,0.0
0.5666666666666667,0.0,0.0
0.5666666666666667,0.0,0.0
0.6666666666666667,0.0,0.0
0.5833333333333334,0.0,0.0
0.5,0.0,0.0
0.5666666666666667,0.0,0.0
0.5666666666666667,0.0,0.0
0.55,0.0,0.0
0.5666666666666667,0.0,0.0
0.5833333333333334,0.0,0.0
0.5666666666666667,0.0,0.0
0.5333333333333333,0.0,0.0
0.6333333333333333,0.0,0.0
3.533333333333333,2147481.6,183.46666666666667
0.6333333333333333,894784.0,0.0
0.8333333333333333,134217.6,0.0
0.5,0.0,0.0
0.5833333333333334,0.0,0.0
0.6166666666666667,0.0,0.0
0.5833333333333334,0.0,0.0
0.6,0.0,0.0
0.6333333333333333,0.0,0.0
0.5166666666666666,0.0,0.0
0.5833333333333334,0.0,0.0
0.6833333333333332,0.0,0.0
0.5833333333333334,0.0,0.0
0.6833333333333332,0.0,0.0
0.6166666666666667,0.0,0.0
0.6,0.0,0.0
0.55,178956.8,0.0
0.6666666666666667,134217.6,0.0
0.6666666666666667,0.0,0.0666666666666666
0.5833333333333334,0.0,0.0
0.65,0.0,0.0
0.55,0.0,0.0
0.5,0.0,0.0
0.6166666666666667,0.0,0.0
0.5666666666666667,0.0,0.0
0.5833333333333334,0.0,0.0
0.6,0.0,0.0
0.5833333333333334,0.0,0.0
0.55,0.0,0.0
0.7,0.0,0.0
0.6,0.0,0.0
0.5333333333333333,0.0,0.0
0.6166666666666667,0.0,0.0
0.5166666666666666,0.0,0.0
0.5166666666666666,0.0,0.0
0.65,0.0,0.0
0.6,0.0,0.0
0.5333333333333333,0.0,0.0
0.5333333333333333,0.0,0.0
0.6166666666666667,0.0,0.0
0.5,0.0,0.0
0.65,0.0,0.0
0.7166666666666667,0.0,0.0
0.6333333333333333,0.0,0.0
0.7333333333333333,0.0,0.0
0.55,0.0,0.0
0.5166666666666666,0.0,0.0
0.6166666666666667,0.0,0.0
0.6833333333333332,0.0,0.0
0.6166666666666667,0.0,0.0
0.5666666666666667,0.0,0.0
0.6333333333333333,0.0,0.0
0.5166666666666666,0.0,0.0
0.6,134217.6,0.0
0.5666666666666667,223696.0,0.0
0.6166666666666667,0.0,0.0
0.65,0.0,0.0
0.6166666666666667,402652.8,0.0
0.6166666666666667,223696.0,0.0
0.6,0.0,0.0
0.6833333333333332,0.0,0.0
0.5666666666666667,0.0,0.0
0.65,0.0,0.0
0.5833333333333334,0.0,0.0
0.5666666666666667,0.0,0.0
0.6,0.0,0.0
0.65,0.0,0.0
0.6,0.0,0.0
0.55,0.0,0.0
0.5333333333333333,0.0,0.0
0.5833333333333334,0.0,0.0
0.55,44739.2,0.0
0.6666666666666667,268435.2,0.0
0.5833333333333334,0.0,0.0
0.5166666666666666,0.0,0.0
0.6333333333333333,0.0,0.0
0.6,0.0,0.0
0.55,0.0,0.0
0.6166666666666667,0.0,0.0666666666666666
0.6166666666666667,0.0,0.0
0.55,0.0,0.0
0.5666666666666667,0.0,0.0
0.6833333333333332,0.0,0.0
0.5166666666666666,0.0,0.0
0.7333333333333333,0.0,0.0
0.6166666666666667,0.0,0.0
0.5166666666666666,0.0,0.0
0.55,0.0,0.0
0.5333333333333333,0.0,0.0666666666666666
0.5333333333333333,0.0,0.0
0.5833333333333334,0.0,0.0
0.6,0.0,0.0
0.5333333333333333,0.0,0.0
0.5,0.0,0.0
0.5833333333333334,0.0,0.0
0.55,0.0,0.0
0.5833333333333334,0.0,0.0
0.5666666666666667,0.0,0.0
0.55,0.0,0.0
0.5666666666666667,0.0,0.0
0.5833333333333334,0.0,0.0
0.5666666666666667,0.0,0.0
0.5166666666666666,0.0,0.0
0.6166666666666667,0.0,0.0
0.55,0.0,0.0
0.5166666666666666,0.0,0.0
0.6166666666666667,0.0,0.0
0.5833333333333334,0.0,0.0
0.65,0.0,0.0
0.5333333333333333,0.0,0.0
0.6,0.0,0.0
0.55,0.0,0.0
0.6833333333333332,0.0,0.0
0.7666666666666667,0.0,0.0
0.5833333333333334,0.0,0.0
0.6666666666666667,0.0,0.0
0.55,0.0,0.0
0.5,223696.0,0.0
0.6,134217.6,0.0
0.6333333333333333,0.0,0.0
0.6166666666666667,0.0,0.0
0.5833333333333334,0.0,0.0
0.65,0.0,0.0
0.5166666666666666,0.0,0.0
0.5666666666666667,0.0,0.0
0.7,0.0,0.0
0.6,0.0,0.0
0.6166666666666667,0.0,0.0
0.6166666666666667,0.0,0.0
0.6333333333333333,0.0,0.0
0.6,0.0,0.0
0.6666666666666667,0.0,0.0
0.65,268435.2,0.0
0.5333333333333333,0.0,0.0
0.6166666666666667,0.0,0.0
0.6,0.0,0.0
0.7,0.0,0.0
0.65,0.0,0.0
0.6166666666666667,0.0,0.0
0.6,0.0,0.0
0.6,536870.4,0.0
0.5666666666666667,0.0,0.0
0.55,0.0,0.0
0.6666666666666667,0.0,0.0
0.6,0.0,0.0
0.5333333333333333,89478.4,0.0
0.5666666666666667,0.0,0.0
0.55,0.0,0.0
0.5333333333333333,0.0,0.0
0.55,0.0,0.0
0.6166666666666667,0.0,0.0
0.6,0.0,0.0
0.6833333333333332,0.0,0.0
0.6833333333333332,0.0,0.0
0.55,0.0,0.0
0.65,0.0,0.0
0.65,0.0,0.0
0.5,0.0,0.0
0.5666666666666667,0.0,0.0
0.6,0.0,0.0
0.5166666666666666,134217.6,0.0
0.6166666666666667,0.0,0.0
0.7166666666666667,0.0,0.0
0.5666666666666667,0.0,0.0
0.6333333333333333,0.0,0.0
0.6833333333333332,0.0,0.0
0.55,0.0,0.0
0.6833333333333332,0.0,0.0
2.533333333333333,671088.0,0.0
0.6666666666666667,134217.6,0.0
